,prediction,probNeg,probPos,weightN,weightP,id,wos_id,doi,source,title,pubtype,doctype,pubyear,pubmonth,language,abstract,subject_con,is_comp,Economics and business,Educational sciences,Law,Media and communication,Other social sciences,Political science,Psychology,Social and economic geography,Sociology,prediction_partial,probNeg_partial,probPos_partial,weightN_partial,weightP_partial,pred,pred_part
WOS:000207865100008,1,0.5398014124419697,0.6321356822011245,0.08437913656234741,-0.0751640722155571,57734892,WOS:000207865100008,,NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,The Museum of Unnatural Form: A Visual and Tactile Experience of Fractals,Journal,Article,2009.0,1.0,English,"A remarkable computer technology is revolutionizing the world of design, allowing intricate patterns to be created with mathematical precision and then 'printed' as physical objects. Contour crafting is a fabrication process capable of assembling physical structures the sizes of houses, firing the imagination of a new generation of architects and artists (Khoshnevisat, 2008). Daniel Della-Bosca has jumped at this opportunity to create the ""Museum of Unnatural Form"" at Griffith University. Della-Bosca's museum is populated with fractals sculptures his own versions of nature's complex objects that have been printed with the new technology. His sculptures bridge the historical divide in fractal studies between the abstract images of mathematics and the physical objects of Nature (Mandelbrot, 1982). Four of his fractal images will be featured on the cover of NDPLS in 2009.","Social Sciences, Mathematical Methods,Psychology,Psychology, Mathematical",not explicitly computational,False,False,False,False,False,False,True,False,True,0,0.9550209524466592,0.17765509334636576,1.4771986007690432,-1.5783379077911377,Computational,Not Computational
WOS:000207870700003,1,0.5192950521221551,0.6499608924638068,0.040802810341119766,-0.03641574457287789,56938589,WOS:000207870700003,10.1080/13691180802158573,INFORMATION COMMUNICATION & SOCIETY,'AN UMBILICAL CORD TO THE WORLD' The role of the Internet in D/deaf people's information and communication practices,Journal,Article,2009.0,1.0,English,"Communication technologies have historically isolated D/deaf and hard of hearing people from information in mainstream society, for example, the telephone, radio, and television are all inaccessible to D/deaf without relay services or subtitles. This paper therefore begins by examining the consequences for D/deaf people's personal information landscapes of their exclusion from traditional off-line Information sources. It then goes onto examine how D/deaf people are using the Internet to access general and Deaf information sources, and how these practices are affecting their information capacities, and social relations. The paper concludes by reflecting on some of the constraints on Deaf people's abilities to make full and effective use of this information and communication resource and the complex, and sometimes paradoxical roles, the Internet plays in relation to D/deaf people's integration in hearing society. It important to know more about how the Internet is currently benefiting/failing to meet the needs of this group in order to further develop appropriate information resources and services for D/deaf people.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.13640144869928705,0.9451778569684876,-0.9903796315193176,0.8551260232925415,Computational,Computational
WOS:000207870700005,1,0.2280275055658927,0.8976592247577952,-0.5262893438339233,0.6931933164596558,56463297,WOS:000207870700005,10.1080/13691180802109030,INFORMATION COMMUNICATION & SOCIETY,"'EXPERTS' AND E-GOVERNMENT Power, influence and the capture of a policy domain in the UK",Journal,Article,2009.0,1.0,English,"This paper argues that as e-government has increasingly come to dominate the policy agenda for the delivery of public services it has simultaneously acted as a fundamental mechanism for increasing the power and influence of 'experts': i.e. the IT consultancy industry and its supporters within government and public services. The result is the emergence of a power loop in which consultants occupy influential positions in government and public policy circles and then act as powerful agents in promoting the development of both e-government 'solutions' and the technology and expertise these require to 'deliver' the promised outcomes. This creates further opportunities for shaping and controlling e-government policy and for more 'experts' to enter the e-government environment, thus increasing the power and influence of the 'consultocracy'. The loop is thus self-perpetuating and, more importantly, enduring, due to the ideological and cultural environment that surrounds and underpins it. The paper concludes by arguing that while it was, and remains, the case that there are legitimate reasons why the consultancy industry has a role in government and public services, the extent of the power and influence of the industry and its supporters in the e-government policy domain, and over the technological capability on which e-government depends, poses significant questions as to whose interests the industry best serves. Furthermore, whether this is detrimental to the development of best value/cost effective systems to deliver public services, and whether the basis and extent of these relations undermines the credibility and legitimacy of the policy process, and thus of democratic governance generally, remains an open question.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,0,0.808893279441513,0.3628170116122408,0.6675884127616882,-0.7752465605735779,Computational,Not Computational
WOS:000207870700006,1,0.10077677106994384,0.9692521925905596,-1.0327646732330322,1.1558587551116943,56413096,WOS:000207870700006,10.1080/13691180802520798,INFORMATION COMMUNICATION & SOCIETY,DIGITAL ECO_LOGY Umberto Eco and a semiotic approach to digital communication,Journal,Article,2009.0,1.0,English,"The objective of this article is to review a series of semiotic contributions to the new media, computer-mediated communication and human-computer interaction research, centring on the works of Umberto Eco. This well-known Italian professor and fiction writer is one of the pioneers of the debate on hypertext and an active interlocutor in discussions on the future of the book. Researchers interested in digital textualities, computer-mediated communication and human-computer interaction have also applied Eco's theories. This article maps the connections between Eco's semiotic and digital field discussions.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,0,0.9262164532820162,0.2281918210209844,1.2347754240036009,-1.295196771621704,Computational,Not Computational
WOS:000207871000004,1,0.4683544970754809,0.7053727888408937,-0.012265659868717194,0.11448577791452408,55914361,WOS:000207871000004,10.1080/13691180802660628,INFORMATION COMMUNICATION & SOCIETY,LIFE ON THE WIRE Deconstructing race on the Internet,Journal,Article,2009.0,1.0,English,"This paper focuses on the construction of racial identity online through the mediating influences of popular culture, old media, weblogs, and Internet users. This paper examines the production of race on the Internet by examining the elements that make up the weblog Freakonomics: the topic, the environment, the medium, and the users. Recent cyberculture research has called for Internet studies to integrate critical theories of race and culture into its analyses. The argument, which this paper seeks to extend, is for the increased recognition of the salience of race in understanding Web content and production. In examining the blog's structure, posts, and comments, I applied Omi and Winant's racial formation theory to the cultural representations and structural phenomena articulated with respect to themes of race, racial interactions, media, and geography. Omi and Winant argue that people interpret the meaning of race by framing it in social structures, and that conversely, recognizing the racial dimensions in social structures leads to interpretations of race. Accordingly, this paper examines interpretations of race in The Wire (a critically-acclaimed minorityled television show), the New York Times news website, the Freakonomics blog, and the Web-enabled audience of the three elements. The paper concludes by arguing for more use of critical race and theory in information studies research in order to understand how racial perspectives affect the presentation and interpretation of Internet content.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.11114814441143477,0.9598950606965974,-1.1006335020065308,0.9784331321716307,Computational,Computational
WOS:000207871000006,1,0.5759098962258676,0.606993615368631,0.1888936311006546,-0.11711164563894272,56848682,WOS:000207871000006,10.1080/13691180902823845,INFORMATION COMMUNICATION & SOCIETY,DIGITAL MEDIA AND THE GENERATION GAP Qualitative research on US teens and their parents,Journal,Article,2009.0,1.0,English,"In many parts of the developed world, families engage with a wide range of communication media as a part of their daily lives. Parents often express mixed feelings about this engagement on the part of young people, however. Employing Baumberg's narrative-in-interaction analysis to interviews with 55 parents and 125 young people, this article explores both the discursive strategies parents employ when discussing their rules and regulations regarding digital technologies, and the strategies employed by their teenage young people in response. It considers how parents attempt to articulate authority in relation to digital media use among their teenage children, and how the ways in which teens interpret those parental attempts to express authority influence the strategies they themselves embrace regarding digital media. The article argues that although economically disadvantaged families experience the digital generation gap with particular intensity, their strategies reveal that they and their teenage children are able to deal with these challenges in creative and effective ways.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,0,0.999178954753582,0.025301296955013455,3.4520168304443364,-3.6520941257476807,Computational,Not Computational
WOS:000207871000007,1,0.5950871302344397,0.6030039758807832,0.2839860022068024,-0.10104992240667343,56175789,WOS:000207871000007,10.1080/13691180802635430,INFORMATION COMMUNICATION & SOCIETY,TUNES THAT BIND? Predicting friendship strength in a music-based social network,Journal,Article,2009.0,1.0,English,"Despite the popularity of social network sites based on common interests, the association between these shared interests and relational development is not well understood. This manuscript reports results of an empirical investigation of interpersonal relationships on Last. fm, amusic-based social network site with a multinational user base. In addition to baseline descriptors of relational behavior, the chief goals of this study were to examine the degree to which Last. fm relationships are characterized by homophily (and particularly by shared musical taste), the extent to which communication via Last. fm is associated with other forms of communication (both offline and online), how such communication behavior is associated with demographic and relational characteristics, and whether these variables predict strength of relational development. Results indicate that although Last. fm relational partners exhibit shared musical taste, this shared taste is not associated with relational development. Rather, following media multiplexity theory, relational development is strongly and uniquely associated with communication behavior across almost all forms of communication (including Last. fm). These results suggest that shared interests may foster the creation of weak ties, but conversion of these connections to strong ties is relatively rare.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,0,0.9730933989707186,0.13910404029802026,1.738081693649292,-1.8500267267227173,Computational,Not Computational
WOS:000207871100002,1,0.3102289922523508,0.8352250242244295,-0.3463731110095978,0.452675849199295,57683565,WOS:000207871100002,10.1080/13691180902857660,INFORMATION COMMUNICATION & SOCIETY,LOCAL MUSICIANS BUILDING GLOBAL AUDIENCES Social capital and the distribution of user-created content on- and off-line,Journal,Article,2009.0,1.0,English,"This paper builds upon existing work regarding the social contexts of interactive on-line content creation. Through an ethnographic examination of local-level music production and distribution in two American college towns, I demonstrate how musicians cultivate audiences through social capital that is exchanged both on-line and off-line. Active social networking is crucial to their music distribution and promotion. Through digital file sharing and social networking sites, musicians mobilize bonded social capital around their image and music. However, they have difficulty bridging the networks they cultivate with a broader audience, despite their desire to do so. This paper concludes with a sketch of the possibilities for musicians to develop bridging social capital, noting that new media industries capitalize on this desire, turning producers of on-line content into consumers of on-line media content and services. By employing a framework of social networks and social capital, this paper contributes more broadly to sociological understanding of how culture is transmitted through social networks and how social capital is an important resource in the ability to gain recognition for one's cultural expressions in the digital age.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.32449073082322194,0.8082573740760919,-0.4199816584587097,0.3132282495498657,Computational,Computational
WOS:000207871100006,1,0.3123658369958284,0.8252253908234648,-0.4005027711391449,0.3885791301727295,56140019,WOS:000207871100006,10.1080/13691180902856753,INFORMATION COMMUNICATION & SOCIETY,SOFTWARE POLITICS IN BRAZIL Toward a political economy of digital inclusion,Journal,Article,2009.0,1.0,English,"In this article, I examine free and open source software as a unique terrain of struggle over the politics of globalization, focusing on the Brazilian government's software strategy under the Lula administration. First, I locate this strategy in the historical context of the Brazilian government struggles for technological development and autonomy. I highlight how the Brazilian government used its power as a hierarchical organization to take advantage of the distinctive, networked political economy of free and open source software. I employ a post-structural political economy perspective to analyze the key role of discourse within the Brazilian software strategy. Second, I explore two ways that the Lula administration pursued its strategy of digital inclusion through an innovative approach to the politics of consumption. It used the power of government purchases to shift to free and open source systems, as well as pursuing a more ambitious project to democratize consumption of computers, free software and the Internet among Brazil's poor. I conclude by examining the implications of this software strategy for understanding and developing a political economy of digital inclusion.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.10132875087506853,0.9648481720835138,-1.1596380472183228,1.0229090452194214,Computational,Computational
WOS:000207871100008,1,0.16427290760064525,0.9363351676578144,-0.7446579933166504,0.8821150064468384,56600238,WOS:000207871100008,10.1080/13691180902857637,INFORMATION COMMUNICATION & SOCIETY,WIRELESS DEVICES FOR HUMANITARIAN DATA COLLECTION The socio-technical implications for multi-level organizational change,Journal,Article,2009.0,1.0,English,"We apply socio-technical theories to explain and predict technological choices and use by humanitarian relief and development organizations. This research examines the organizational context of using a personal digital assistant (PDA) in the field to collect data. We identify organizational factors at multiple levels that are likely to influence a field-based PDA data collection initiative in the context of a large, international non-governmental organization. This research differs from existing studies that have documented different effects of information and communication technology on various organization levels when information technology (IT) is deployed throughout the organization. The research suggests that despite being motivated by upper levels of the organization, the middle levels of the organization (the country offices) are most affected by the IT implementation. We assert that the motivations for changes made to the technological systems and/or devices used by a multi-level organization will produce significant social/organizational changes at each level of the organization. We also claim that the motivations for technological change in organizations that stem from the top layers of that organization are likely to produce beneficial changes for the top layers of that organization. Intermediate and bottom layers will experience a mix of changes, with some being negative and some unintended for the respective layers.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.02694369027168497,0.9953439540605784,-1.8357771635055544,1.7509156465530396,Computational,Computational
WOS:000207871200004,1,0.453254829050293,0.7209271873109234,-0.029763679951429367,0.15776464343070984,57385097,WOS:000207871200004,10.1080/13691180802471471,INFORMATION COMMUNICATION & SOCIETY,IPODS AREN'T JUST FOR TUNES Exploring podcasting as a socio-cultural technology facilitating student experiences of higher education in rural Australia,Journal,Article,2009.0,1.0,English,"New communication technologies are bringing about social, as well as technical, changes in learning environments. This study explores the impact one new communication technology, podcasting, has had on students' educational experiences at a rural Australian university. Contextualized in a broader social environment, where it is critically theorized that institutions of higher education sell knowledge as a commercial good, this study uses qualitative survey data of distant and internal student experiences to present student expectations and cultural norms. Findings reveal that the majority of student comments reflect support for podcasting as a learning tool and as a means to personalize distance education which for some, and particularly rural students, can be an isolating experience. Additionally, commentary reflects that education in an increasing commodified culture brings heightened consumer expectations for equity in educational experience and delivery services, as well as student-driven assessment of educational products' quality and authenticity.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.2244362019470664,0.8827213936014121,-0.7157052755355835,0.5242934823036194,Computational,Computational
WOS:000207871200006,1,0.5881969150295335,0.5919530963674305,0.1978682726621628,-0.15864822268486026,57281222,WOS:000207871200006,10.1080/13691180802549508,INFORMATION COMMUNICATION & SOCIETY,"IDENTITY MANAGEMENT, ADMINISTRATIVE SORTING AND CITIZENSHIP IN NEW MODES OF GOVERNMENT",Journal,Article,2009.0,1.0,English,"In many countries, the introduction of new forms of identity management (IDM) in government, such as identity cards, smart cards or web-based e-authentication solutions, is receiving a lot of attention. Critics of these initiatives generally point at the expected outcome of substantial information imbalances between government and citizens. Clearly, newly formed, ICT-facilitated information relationships between government and citizens would not only need a reorganization of the e-government service domain itself but also a reconsideration of citizens' rights and responsibilities. However, to be able to address these issues adequately, we first need to gain further empirical understanding about what changes are happening to information relationships between citizens and government as a result of the introduction of new forms of IDM in e-government service provision. So far however there is not much empirical knowledge available about what changes are occurring both within and to these flows of information in new e-government service relationships between citizens and government. Accompanying these changes, important questions arise as to how, and to what extent, new forms of IDM have an effect upon what may be called the 'administrative sorting' activities of governments: those classifying processes caused by administrative systems and depending on the values embedded in those systems, which are necessary to the establishment of service relationships with citizens. What, then, are the effects on the citizen of administrative sorting in digitized service relationships, when set against the traditional concept of citizenship? This article reports on empirical findings derived from case study research on new forms of IDM in UK e-government. Moreover it seeks to conceptualize 'administrative sorting' and 'IDM' in e-government service relationships with citizens, also compared to traditional forms of IDM in the 'paper-based era' of public service provision, and explores what the implications are for the citizen and citizenship.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,0,0.8445897068029836,0.3285692265463029,0.8092145919799805,-0.8835676908493042,Computational,Not Computational
WOS:000207871400003,1,0.4001272714723915,0.7682507280249959,-0.12244735658168793,0.2824874818325043,55960142,WOS:000207871400003,10.1080/13691180802109063,INFORMATION COMMUNICATION & SOCIETY,SEARCHING THE NET Web sites' qualities in the Global Justice Movement,Journal,Article,2009.0,1.0,English,"Notwithstanding a,growing interest in online politics, the analysis of web sites qualities by social movement organizations (SMOs) has received little attention in social research. In creating their sites, SMOs often underline the capacity of new technologies to involve members and sympathizers in organizational processes and internal decision-making. However, web site design and management implies many choices among various goals, often in reciprocal tension: stressing organizational identity versus opening to the outside; increasing transparency versus reserving some sections to members; informing users versus mobilizing them; widening the debate to people with different opinions versus deepening the discussion in homogeneous groups. In this article, we focus on how the web sites of SMOs are fulfilling Internet potentialities, considering various aspects of their online presence. The empirical research was based on the analysis of 261 web sites of Global Justice Movement (GJM) organizations in six different European countries and at the transnational level. Diverse qualities of SMOs' web sites can be explored empirically, focusing on a series of dimensions such as: information provision, identity building, transparency, I accountability, mobilization, and intervention on the digital divide. In our analysis, we will use contextual characteristics (level of Internet access, GJM features) and organizational characteristics (structural features, territorial level of action, year of foundation) to explain the different qualities of the web sites.","Sociology,Communication",not explicitly computational,False,False,False,True,False,False,False,False,True,1,0.2738541480574629,0.8475691745244215,-0.5546532869338989,0.4205019474029541,Computational,Computational
