,prediction,probNeg,probPos,weightN,weightP,id,wos_id,doi,source,title,pubtype,doctype,pubyear,pubmonth,language,abstract,subject_con,is_comp,Economics and business,Educational sciences,Law,Media and communication,Other social sciences,Political science,Psychology,Social and economic geography,Sociology,prediction_partial,probNeg_partial,probPos_partial,weightN_partial,weightP_partial,pred,pred_part
WOS:000206974100003,1,0.4583432407608449,0.7192744483132928,-0.006285633891820908,0.1607285439968109,52525830,WOS:000206974100003,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Quantification of risk mitigation environment of supply chains using graph theory and matrix methods,Journal,Article,2007.0,1.0,English,"Today supply chains leverage their partner's competencies and in the process also inherit the risks associated with various links of a supply chain. Although it is impossible to completely eliminate various risks, an environment can be created which helps to effectively mitigate risk. The most difficult part of Supply Chain Risk Management (SCRM) is an understanding of the variables related to risk mitigation and their relative interdependencies. This paper presents a conceptual framework which models various variables associated with risk mitigation environment along with their interdependencies. Using graph theory and matrix methods, the Risk Mitigation Environment (RME) is quantified and presented in the form of a single numerical index. The proposed model is quite versatile from the point of view that it provides an opportunity to integrate new variables which could impact the overall supply chain risk mitigation environment along with the potential to benchmark supply chains on risk mitigation dimension.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.438268897586496,0.7298725491864013,-0.07913722097873688,0.16905340552330014,Computational,Computational
WOS:000206974100004,1,0.35360301174222325,0.8009300980272964,-0.25070178508758545,0.352537214756012,52370494,WOS:000206974100004,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,The 'effective variance' control chart for monitoring the dispersion process with missing data,Journal,Article,2007.0,1.0,English,"In the last few years, multivariate quality control has been thoroughly studied. The control of the population means vector is usually obtained by using multivariate control charts developed for this purpose. Nevertheless, when the goal is the efficient control of the covariance matrix, few control charts have been developed. In the last few years, the generalised variance control chart, vertical bar S vertical bar, has been developed to control multivariate dispersion. In processes with a large number of variables to be controlled, it is normal that certain measurements are missing during the control process. For example, in chemical control processes it is commonly found that certain sensors measuring variables online cease to function, producing incomplete data vectors. If this is the case, the generalised variance control chart is of little use. This paper shows the design of the effective variance control chart to control processes with missing data.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.4843931056595245,0.6875558388358504,0.0014109136536717415,0.06385877728462219,Computational,Computational
WOS:000206974100005,1,0.13843245630472165,0.95179037132728,-0.8229576349258423,1.005413293838501,52740614,WOS:000206974100005,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Influencing factors of job waiting time variance on a single machine,Journal,Article,2007.0,1.0,English,"When a batch of jobs are waiting for services from a machine or resource, sometimes it is desirable to minimise the variance of job waiting times Waiting Time Variance (WTV) for service stability to all the jobs in the batch so that the jobs have about the same waiting times. Many factors, including the sum of the jobs' processing times, the probability distribution of job processing times and the scheduling method may influence the variance of job waiting times. In this paper, we use multivariate exploratory techniques such as Principal Components Analysis (PCA) and Correspondence Analysis (CA) along with other statistical analysis techniques to investigate these factors. We prove that the expected WTV can be predicted given characteristics of the jobs. These findings can be applied to achieve a desire level of WTV for service stability.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.5654010738979822,0.6191939340122998,0.17902010679244995,-0.08409164100885391,Computational,Computational
WOS:000206974100006,1,0.0608645977831943,0.9857987073611654,-1.2952923774719238,1.4410156011581419,52456187,WOS:000206974100006,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Scalable material assignment methods for build-to-order environments,Journal,Article,2007.0,1.0,English,"This paper develops scalable and effective yet simple heuristic methods for material assignment in a large discrete Build-To-Order (BTO) environment. The material assignment function allocates available supplies of raw material to orders over a period of time. Despite popular belief to the contrary, Material Requirements Planning (MRP) does not perform material assignment. As a result, material supplies are by default consumed by orders on a First Come First Served (FCFS) basis and this allows low priority orders to obtain material instead of high priority orders. We develop heuristic methods that consider priority when performing material assignment and study their effectiveness using total weighted tardiness, total tardiness, fraction of orders that are tardy and computational time as performance measures. The material assignment problem is formulated as a transportation problem to obtain a lower bound for the heuristics in terms of total weighted tardiness. Simulation results show that one of the heuristics yields solutions whose total weighted tardiness is within about 0.25% of the optimal solution, yet is very scalable and able to quickly assign materials in realistically sized systems with many tens of thousands of orders.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.2564494715883444,0.8786571501425186,-0.4455539286136627,0.618951141834259,Computational,Computational
WOS:000206974100007,1,0.12858422735075364,0.957818629411937,-0.84202641248703,1.0715086460113523,53464379,WOS:000206974100007,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,"A multimedia educational tool integrating materials handling technology, analysis and design using a virtual distribution center",Journal,Article,2007.0,1.0,English,"Recognising the learning styles of today's upper level engineering undergraduates, a multimedia educational tool is developed to supplement traditional instruction in courses related to Materials Handling (MH) and facility design. The CD-ROM based system teaches design and analysis principles by integrating model-based tools with visual representations of materials handling technology using interactive play spaces, video animations, voiceovers and text to provide context for design decision making. Students must address five design challenges presented in the context of a teen fashion retailer's national distribution centre including selection and configuration of conveyor systems, design of an Automated Storage and Retrieval (AS/R) system, design of workstations for order consolidation and assembly, design and configuration of a pallet load unitisation system and design of a storage and retrieval area. This study describes the major elements of this unique instructional system and reports on the results of student evaluations.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.2173871447422076,0.9049168142470594,-0.553942859172821,0.7270154356956482,Computational,Computational
WOS:000207051300001,1,0.3440913980792916,0.8147850058849321,-0.23055510222911835,0.4145590364933014,53598263,WOS:000207051300001,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Analysing risk orientation in a stochastic VRP,Journal,Article,2007.0,1.0,English,"In this paper, the value of correctly addressing uncertainty and risk in operational planning is studied in the context of the Vehicle Routing Problem with Stochastic Demands (VRPSD). The main issues analysed in this paper concern (1) the evaluation of different risk attitudes in planning vehicle routes, (2) the value of considering the uncertainty for planning the vehicle routes (as opposed to dealing with the problem deterministically) in general and (3) the fit between the risk attitudes in performance measurement on the one hand and decision making on the other hand. Using an existing model of the VRPSD these issues are studied employing a heuristic solution approach based on Ant Colony Optimisation (ACO).",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.52300023135631,0.6533878150498065,0.07785684615373611,-0.014209054410457613,Computational,Computational
WOS:000207051300002,1,0.1728692772813815,0.9295418170162779,-0.7409742474555969,0.824452817440033,52997660,WOS:000207051300002,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Using simulation to determine reliability and availability of telecommunication networks,Journal,Article,2007.0,1.0,English,"The design of reliable networks is a fundamental task for system managers and telecommunication engineers, since reliability and availability are strongly related to other important concepts, such as quality and security. We have developed some simulation-based algorithms, implemented as C/C++ programs that can be used to obtain information about reliability and availability levels in a network. They can also be used to identify those critical components that should be improved or duplicated in order to increase overall reliability or availability. Furthermore, a procedure to obtain all minimal paths connecting a set of nodes in a network is introduced. Finally, two application examples, regarding Wide Area Networks (WANs), are discussed using these algorithms and procedure.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.23768924978742126,0.8915339903494058,-0.4956745505332947,0.6697155833244324,Computational,Computational
WOS:000207051300003,1,0.3127870721347445,0.8224355974903307,-0.41641730070114136,0.3707042038440704,53441451,WOS:000207051300003,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Metaheuristics for solving economic lot scheduling problems (ELSP) using time-varying lot-sizes approach,Journal,Article,2007.0,1.0,English,"The Economic Lot Scheduling Problem (ELSP) on a single facility (or machine) with the time-varying lot-sizes approach and with sequence-independent/sequence-dependent setup times of parts or products is studied in this paper. The objective is to minimise the long-run average inventory carrying cost and setup costs of products. While the frequency of production of a product is determined from an existing heuristic, we allow for possible changes in the heuristically computed frequencies of parts (or products) and hence attempt to reduce the total cost per cycle during the metaheuristic search process. Three metaheuristics, namely, a Genetic Algorithm (GA), a Simulated-annealing Algorithm (SA) and an Ant-Colony Algorithm (ACA) are proposed. A new crossover operator is designed and incorporated in the proposed GA. New perturbation schemes are incorporated in the proposed SA. In the proposed ACA, the initialisation and updating of pheromone intensity (or trails) are done subject to certain conditions presented in this work. The best-performing existing heuristic algorithm and the proposed algorithms for ELSP with sequence-independent setup times of products are evaluated by considering a couple of benchmark problems and by generating many problems with different number of products and comparing the solutions. In addition, we consider the case of sequence-dependent setup times and the associated setup costs. The performances of the existing algorithm and the proposed algorithms are evaluated by considering a proposed (computationally simple) lower bound on total cost per cycle with the consideration of sequence-dependent setup times and the associated setup costs of products. The computational performance analyses reveal the effectiveness of the proposed metaheuristics.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.579290440515606,0.598049902504965,0.17125621438026428,-0.14860504865646362,Computational,Computational
WOS:000207051300004,1,0.3019758489625806,0.8428669444609792,-0.35559871792793274,0.4823079407215118,53187581,WOS:000207051300004,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Parameter setting in a bio-inspired model for dynamic flexible job shop scheduling with sequence-dependent setups,Journal,Article,2007.0,1.0,English,"This paper addresses the parameter modelling and optimisation issues in the application of a bio-inspired model for the scheduling of dynamic flexible job shop with sequence-dependent setups. The study sets the model parameters using two steps, termed mapping and tuning. Mapping establishes a set of coefficients to link the model parameters with the scheduling problem characteristics. Tuning determines good values of these coefficients and is then used to compute the model parameters. Such a tuning procedure is accomplished by extensive computational experiments and statistical analyses. A data set from semiconductor manufacturing was used to show the effectiveness of the parameter setting approach. The performance of the proposed multiagent model was compared with that of another scheduling method which is based on despatching rules. It is concluded that the proposed parameter setting method is effective and worth considering when applying bio-inspired division of labour to dynamic manufacturing scheduling.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.4744620522042535,0.6964226901050711,-0.01749391481280327,0.0847468450665474,Computational,Computational
WOS:000207051300005,1,0.21433967265236128,0.9054341510070902,-0.5800376534461975,0.718924880027771,53738501,WOS:000207051300005,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,An approximation method to analyse polling models of pull-type production systems,Journal,Article,2007.0,1.0,English,"In this paper, a polling model with finite queues to analyse a production system that is operating under a pull-type control mechanism is studied. The polling model is analysed under three well-known service policies namely, exhaustive, gated and g-limited. These policies determine when and how machines switch from one part to another. These polling models can be solved by an exact approach that requires the complete characterisation of the system as a Markov chain. However, the state space increases dramatically with queue capacity and the number of parts manufactured. Hence an approximation approach that uses the regenerative property of the system is devised. Our numerical study shows that the approximation approach is not only very efficient in solving the problem but also very effective in finding accurate estimations of the system performance measures.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.5246240713129651,0.6488342344428466,0.06742159277200699,-0.03115443885326385,Computational,Computational
WOS:000207051300006,1,0.20058508011629847,0.9146096327428024,-0.6178943514823914,0.7647472620010376,52787560,WOS:000207051300006,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Climbing depth-bounded discrepancy search for solving hybrid flow shop problems,Journal,Article,2007.0,1.0,English,"This paper investigates how to adapt some discrepancy-based search methods to solve Hybrid Flow Shop (HFS) problems in which each stage consists of several identical machines operating in parallel. The objective is to determine a schedule that minimises the makespan. We present here an adaptation of the Depth-bounded Discrepancy Search (DDS) method to obtain near-optimal solutions with makespan of high quality. This adaptation for the HFS contains no redundancy for the search tree expansion. To improve the solutions of our HFS problem, we propose a local search method, called Climbing Depth-bounded Discrepancy Search (CDDS), which is a hybridisation of two existing discrepancy-based methods: DDS and Climbing Discrepancy Search (CDS). CDDS introduces an intensification process around promising solutions. These methods are tested on benchmark problems. Results show that discrepancy methods give promising results and CDDS method gives the best solutions.",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.243467713738776,0.8874982115405005,-0.4810944199562073,0.652666449546814,Computational,Computational
WOS:000207051400004,1,0.13119874698731324,0.9505422179251136,-0.9655298590660096,0.9248712062835692,53017997,WOS:000207051400004,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Order oriented slotting: a new assignment strategy for warehouses,Journal,Article,2007.0,1.0,English,"This paper deals with a new strategy for the assignment of Stock Keeping Units (SKUs) to storage locations in a warehouse, called Order Oriented Slotting (OOS). Given an empty warehouse, a set of orders to be picked and a routing policy, OOS stores the SKUs in such a way that the total time needed to pick all the orders is minimised. Unlike the Cube per Order Index (COI) slotting strategy which stores an item based on how frequently it is picked without regard to picking sequences, OOS aims to store items, that appear together in orders, close to each other. OOS can be formulated as an Integer Linear Programming rnodel when the routing is S-shaped and when a Vertical Lift Module (VLM) is adopted. Given the computational complexity of the problem, we present several heuristics. Their performance is compared through a set of VLM test problems with different order characteristics. [Received 7 November 2006; Revised 17 March 2007; Accepted 18 May 2007]",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.5579680422516389,0.6185450137828327,0.1328430324792862,-0.10007647424936296,Computational,Computational
WOS:000207051400005,1,0.06008640107224995,0.9853171876264584,-1.3556901216506958,1.3943142890930176,53927179,WOS:000207051400005,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Genetic algorithms for generalised hypertree decompositions,Journal,Article,2007.0,1.0,English,"Many practical problems in mathematics and computer science may be formulated as Constraint Satisfaction Problems (CSPs). Although CSPs are NP-hard in general, it has been proven that instances of CSPs may be solved efficiently, if they have generalised hypertree decompositions of small width. Unfortunately, finding a generalised hypertree decomposition of minimum width is an NP-hard problem. Based on a Genetic Algorithm (GA) for tree decompositions we propose two extensions searching for small-width gencralised hypertree decompositions. We carry Out comprehensive experiments to obtain suitable operators and parameter settings and apply each GA to numerous benchmark examples for tree and gencralised hypertree decompositions. Compared to the best solutions known from literature our GAS were able to return results of equal quality for many benchmark instances and even for some benchmarks improved solutions were obtained. [Received 6 February 2007; Revised 21 May 2007; Accepted 22 May 2007]",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.205145768770829,0.9114832041992994,-0.6065915822982788,0.7478463649749756,Computational,Computational
WOS:000207051500003,1,0.2401653363906896,0.887055145906457,-0.5171934962272644,0.6345797777175903,53414114,WOS:000207051500003,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Bi-criteria scheduling of a flowshop manufacturing cell with sequence dependent setup times,Journal,Article,2007.0,1.0,English,"The paper considers a flowshop scheduling problem of a manufacturing cell that contains families of jobs whose setup times are dependent on the manufacturing sequence of the families. Two objectives, namely the makespan and total flow time, have been considered simultaneously in this work. Since minimisation of each of these two objectives is an Np-Hard problem, a Multi-Objective Genetic Algorithm (MOGA) has been proposed to deal with the bi-criteria optimisation problem. The performance of the proposed MOGA is compared with the makespan and total flow time lower bounds. The proposed MOGA obtained solutions that only deviate by an average of 1% from the lower bounds. Future research will develop more efficient lower bounds for the total flow time and also compare the proposed method with other multiobjective meta-heuristics. [Received on 6 February 2007; Revised 6 June 2007; Accepted 16 June 2007]",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.4380130320634553,0.7233613242282162,-0.11353999376296996,0.13569000363349915,Computational,Computational
WOS:000207051500004,1,0.2552025277203914,0.8725160648047041,-0.5133619904518127,0.5576928853988647,52992415,WOS:000207051500004,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Operator staffing and scheduling for an IT-help call centre,Journal,Article,2007.0,1.0,English,"This paper describes the staffing and scheduling of IT help desk operators for a large petrochemical company. The objective is to reduce the labour cost by determining the best staffing level and employee weekly tour schedules required to meet the workload that varies over a 24-hr operating period. Several steps are taken for the staffing and tour scheduling of an IT help desk agents. First, data on the number of calls is used to estimate hourly labour requirements. Next, new scheduling options are proposed to better match these requirements. An Integer Programming (IP) model is then formulated and solved to determine tour scheduling assignments. Finally, alternative schedules are evaluated in terms of tradeoffs between workforce size and cost, service level and employee utilisation. The chosen tour schedules provide better service with a lower cost and a smaller number of employees. [Received 10 November 2006; Revised 23 April 2007; Accepted 18 June 2007]",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.3734754682730856,0.7866521627821751,-0.19737626612186432,0.3199593424797058,Computational,Computational
WOS:000207051500005,1,0.20275594238884131,0.9047980964109362,-0.7131982445716858,0.6559596061706543,53095347,WOS:000207051500005,,EUROPEAN JOURNAL OF INDUSTRIAL ENGINEERING,Heuristics for the single machine scheduling problem with early and quadratic tardy penalties,Journal,Article,2007.0,1.0,English,"This paper considers the single machine scheduling problem with linear earliness and quadratic tardiness costs, and no machine idle time. Several dispatching heuristics are proposed, and their performance is analysed on a wide range of instances. The heuristics include simple scheduling rules, as well as a procedure that takes advantage of the strengths of these rules, Linear early/quadratic tardy dispatching rules are also considered, as well as a greedy-type procedure. Extensive experiments are performed to determine appropriate values for the parameters required by some of the heuristics. The computational tests show that the best results are given by the linear early/quadratic tardy dispatching rule. This procedure is also quite efficient, and can quickly solve even very large instances. [Received 15 December 2006; Revised 20 July 2007; Accepted 24 July 2007]",Operations Research & Management Science,not explicitly computational,True,False,False,False,False,False,False,False,False,1.0,0.4559958897649565,0.7107243673882665,-0.06283978372812271,0.11363322287797928,Computational,Computational
WOS:000207448200008,1,0.4635630924553739,0.7007328038929376,-0.06402939558029175,0.08197706192731857,55342653,WOS:000207448200008,,REVIEW OF NETWORK ECONOMICS,Sharing costs between a Service of General Economic Interest and Competitive Activities: The Example of the Postal Retail Network,Journal,Article,2008.0,1.0,English,"The European Commission has produced precise rules governing the computation of the cost of services of general economic interest (SGEI). The Commission has adopted a fully distributed cost approach where the SGEI can bear a ""reasonable"" share of the common cost. We highlight a possible inconsistency issue between this state aid case law and the antitrust case law based on an incremental cost approach. We also show the difficulty introduced by the identification of the common costs, relying on the example of the network of a postal operator providing commercial services and fulfilling an accessibility obligation.",Economics,not explicitly computational,True,False,False,False,False,False,False,False,False,0.0,0.7311777850124078,0.4643197350291684,0.5445436835289001,-0.4560627043247223,Computational,Not Computational
